label,orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2
1.0,8.70420525,2.9385,0.0377,-0.0377,1070.0,16.0,-16.0,2.86,0.13,-0.24,748.0,5074.0,83.0,-76.0,0.863,0.039,-0.072
1.0,8.1280933,3.727,0.245,-0.245,224.0,22.0,-22.0,1.39,0.45,-0.14,875.0,5831.0,184.0,-205.0,0.921,0.301,-0.094
1.0,0.974868896,1.6191,0.0233,-0.0233,198.0,2.9,-2.9,1.16,0.12,-0.06,1612.0,5487.0,98.0,-120.0,0.832,0.093,-0.04
1.0,4.89721006,1.812,0.1,-0.1,274.0,19.5,-19.5,1.48,0.18,-0.18,904.0,5093.0,168.0,-152.0,0.847,0.102,-0.102
0.0,2.757794163,2.7644,0.0187,-0.0187,39000.0,218.0,-218.0,20.05,5.85,-1.96,1231.0,5747.0,170.0,-204.0,0.891,0.26,-0.087
0.0,1.914158508,3.2917,0.0461,-0.0461,7830.0,83.5,-83.5,13.63,4.73,-1.57,1646.0,6289.0,174.0,-217.0,1.118,0.388,-0.129
0.0,3.98216698,2.396,0.109,-0.109,381.0,16.3,-16.3,3.32,0.52,-0.84,1374.0,5570.0,83.0,-72.0,1.548,0.241,-0.391
0.0,0.643794198,1.5662,0.0466,-0.0466,457.0,10.1,-10.1,19.51,4.96,-1.55,2011.0,5958.0,161.0,-179.0,0.83,0.211,-0.066
1.0,16.08832318,5.731,0.143,-0.143,598.0,19.7,-19.7,3.42,0.58,-0.58,875.0,6157.0,123.0,-123.0,1.33,0.225,-0.225
1.0,10.30067919,4.885,0.207,-0.207,272.0,17.2,-17.2,2.2,0.37,-0.38,1015.0,6157.0,123.0,-123.0,1.33,0.225,-0.225
1.0,35.6757453,7.381,0.234,-0.234,471.0,25.7,-25.7,3.02,0.51,-0.51,671.0,6157.0,123.0,-123.0,1.33,0.225,-0.225
0.0,161.7883271,5.31,0.0123,-0.0123,87800.0,154.0,-154.0,36.14,6.24,-3.63,375.0,6018.0,72.0,-90.0,1.212,0.209,-0.122
1.0,16.56806842,4.2647,0.0826,-0.0826,1330.0,35.3,-35.3,2.54,0.15,-0.11,548.0,4987.0,80.0,-80.0,0.716,0.04,-0.032
1.0,47.3329299,2.708,0.168,-0.168,932.0,70.1,-70.1,2.18,0.13,-0.09,386.0,4987.0,80.0,-80.0,0.716,0.04,-0.032
0.0,0.856895349,1.3078,0.0502,-0.0502,82.2,3.1,-3.1,0.82,0.25,-0.07,1881.0,6021.0,163.0,-163.0,0.873,0.264,-0.083
1.0,40.8065333,13.135,0.125,-0.125,314.0,6.2,-6.2,3.71,0.62,-1.0,772.0,6207.0,112.0,-125.0,2.097,0.35,-0.569
1.0,2.46697039,1.6345,0.059,-0.059,309.0,12.2,-12.2,1.56,0.07,-0.13,1139.0,5074.0,83.0,-76.0,0.863,0.039,-0.072
1.0,6.61836309,3.6813,0.0788,-0.0788,549.0,19.2,-19.2,2.98,0.49,-0.66,1066.0,5529.0,83.0,-66.0,1.294,0.214,-0.285
1.0,107.7214092,8.042,0.161,-0.161,1400.0,47.1,-47.1,4.75,0.79,-1.05,421.0,5529.0,83.0,-66.0,1.294,0.214,-0.285
0.0,5.251916208,4.9095,0.0363,-0.0363,10600.0,87.5,-87.5,37.15,9.62,-3.84,952.0,5542.0,182.0,-182.0,0.872,0.226,-0.09
1.0,9.673958488,3.2641,0.0165,-0.0165,953.0,5.8,-5.8,2.63,0.2,-0.19,736.0,5192.0,103.0,-103.0,0.873,0.065,-0.065
0.0,100.3039228,8.702,0.207,-0.207,5450.0,116.0,-116.0,29.55,3.1,-2.53,313.0,5055.0,153.0,-138.0,0.772,0.081,-0.066
0.0,0.986620248,3.9722,0.0502,-0.0502,1350.0,14.0,-14.0,43.98,12.0,-12.0,2308.0,6243.0,197.0,-241.0,1.385,0.378,-0.378
1.0,14.12847677,3.685,0.119,-0.119,629.0,29.2,-29.2,2.73,0.44,-0.15,739.0,5779.0,78.0,-86.0,0.974,0.158,-0.053
1.0,48.6478543,5.464,0.515,-0.515,642.0,60.5,-60.5,4.14,0.67,-0.23,489.0,5779.0,78.0,-86.0,0.974,0.158,-0.053
1.0,8.39842977,6.344,0.143,-0.143,340.0,13.6,-13.6,2.0,0.64,-0.21,984.0,6309.0,175.0,-219.0,1.044,0.335,-0.112
1.0,8.63847391,5.4566,0.0903,-0.0903,396.0,11.8,-11.8,5.99,1.17,-2.19,1419.0,5684.0,85.0,-76.0,3.046,0.598,-1.111
1.0,140.10765,18.503,0.333,-0.333,267.0,9.6,-9.6,3.42,0.57,-0.93,511.0,6207.0,112.0,-125.0,2.097,0.35,-0.569
1.0,3.4815917,1.8069,0.0747,-0.0747,135.0,6.8,-6.8,1.17,0.14,-0.15,1156.0,5405.0,108.0,-97.0,1.022,0.129,-0.129
0.0,8.360616221,7.5385,0.0314,-0.0314,28100.0,76.2,-76.2,40.35,6.93,-13.9,1263.0,5463.0,87.0,-76.0,2.445,0.42,-0.841
0.0,1.838514968,2.7391,0.0315,-0.0315,2720.0,45.6,-45.6,4.86,1.44,-0.48,1426.0,5751.0,160.0,-200.0,0.94,0.279,-0.093
1.0,35.61760233,8.4559,0.0435,-0.0435,4630.0,34.2,-34.2,5.17,0.53,-0.59,456.0,5123.0,168.0,-138.0,0.779,0.08,-0.088
0.0,1.09206833,1.8596,0.0585,-0.0585,219.0,6.1,-6.1,1.29,0.36,-0.11,1611.0,5639.0,152.0,-169.0,0.859,0.233,-0.078
1.0,10.12805158,3.517,0.0735,-0.0735,477.0,14.3,-14.3,1.95,0.24,-0.11,767.0,5676.0,76.0,-84.0,0.82,0.102,-0.044
0.0,1.613001111,2.394,0.149,-0.149,104.0,6.6,-6.6,1.25,0.38,-0.35,1680.0,5580.0,182.0,-182.0,1.205,0.368,-0.335
1.0,3.770551475,3.8077,0.038,-0.038,12400.0,144.0,-144.0,12.05,4.08,-1.35,1302.0,6322.0,175.0,-263.0,1.075,0.364,-0.121
0.0,1.343767797,1.9405,0.0227,-0.0227,4700.0,26.3,-26.3,18.66,3.99,-9.3,2654.0,6324.0,204.0,-227.0,2.312,0.494,-1.152
0.0,29.12436474,3.4209,0.0549,-0.0549,6500.0,126.0,-126.0,15.25,0.99,-1.46,356.0,4457.0,121.0,-148.0,0.481,0.031,-0.046
0.0,31.82814583,2.917,0.0467,-0.0467,4460.0,67.1,-67.1,35.8,11.2,-3.74,564.0,5908.0,186.0,-206.0,0.92,0.287,-0.096
0.0,3.629442796,5.63,0.11,-0.11,427.0,8.1,-8.1,3.28,0.72,-0.41,1434.0,6506.0,145.0,-194.0,1.217,0.265,-0.155
0.0,0.553261874,0.8875,0.00657,-0.00657,1040.0,4.9,-4.9,97.36,29.1,-67.9,3689.0,5679.0,202.0,-202.0,3.142,0.939,-2.191
1.0,5.72812616,2.0295,0.0874,-0.0874,643.0,35.2,-35.2,1.38,0.09,-0.08,569.0,3968.0,79.0,-79.0,0.548,0.033,-0.033
1.0,3.75574267,2.2911,0.0739,-0.0739,417.0,17.5,-17.5,1.58,0.27,-0.12,977.0,5311.0,175.0,-159.0,0.788,0.133,-0.061
0.0,7.44042933,2.991,0.335,-0.335,547.0,23.4,-23.4,2.74,0.77,-0.26,883.0,5815.0,157.0,-175.0,0.877,0.246,-0.082
1.0,6.581477136,3.0896,0.0368,-0.0368,2320.0,22.1,-22.1,4.56,1.56,-0.72,881.0,5188.0,171.0,-155.0,0.973,0.333,-0.154
1.0,24.66919273,7.03515,0.00754,-0.00754,7380.0,13.7,-13.7,77.76,21.3,-31.9,1485.0,5313.0,328.0,-712.0,9.327,2.551,-3.826
1.0,2.382652873,1.8888,0.0448,-0.0448,705.0,18.1,-18.1,2.74,0.94,-0.43,1237.0,5188.0,171.0,-155.0,0.973,0.333,-0.154
1.0,24.66461416,2.8579,0.0617,-0.0617,2400.0,46.8,-46.8,5.34,1.83,-0.84,567.0,5188.0,171.0,-155.0,0.973,0.333,-0.154
1.0,11.51517167,2.006,0.0382,-0.0382,1360.0,30.3,-30.3,2.9,0.4,-0.19,657.0,5177.0,155.0,-155.0,0.798,0.108,-0.054
1.0,7.641567589,3.41018,0.00733,-0.00733,2270.0,5.8,-5.8,4.91,0.3,-0.33,899.0,5356.0,112.0,-72.0,1.055,0.065,-0.072
0.0,30.6113932,3.576,0.124,-0.124,3470.0,111.0,-111.0,19.68,1.77,-2.21,317.0,3900.0,105.0,-128.0,0.534,0.048,-0.06
1.0,7.40742502,3.675,0.101,-0.101,442.0,21.0,-21.0,2.01,0.62,-0.21,938.0,5922.0,184.0,-205.0,0.961,0.297,-0.099
0.0,569.934135,4.1904,0.0617,-0.0617,18900.0,296.0,-296.0,38.98,11.1,-4.76,296.0,5367.0,75.0,-86.0,2.057,0.586,-0.251
0.0,5.09246539,3.659,0.199,-0.199,254.0,16.5,-16.5,1.17,0.12,-0.13,844.0,5037.0,181.0,-181.0,0.751,0.079,-0.079
0.0,1.103971357,0.926,0.0818,-0.0818,318.0,21.3,-21.3,1.37,0.25,-0.11,1471.0,5409.0,185.0,-185.0,0.746,0.133,-0.061
1.0,10.91610834,3.6496,0.0646,-0.0646,1480.0,6.8,-6.8,3.93,0.66,-0.15,758.0,5575.0,82.0,-116.0,0.932,0.157,-0.036
1.0,3.353732008,1.4598,0.0346,-0.0346,1260.0,30.9,-30.9,1.65,0.12,-0.19,615.0,3789.0,75.0,-82.0,0.46,0.035,-0.053
1.0,6.877446033,1.3692,0.0435,-0.0435,1630.0,49.2,-49.2,2.05,0.16,-0.24,484.0,3789.0,75.0,-82.0,0.46,0.035,-0.053
1.0,28.46464804,2.6657,0.0806,-0.0806,1630.0,60.3,-60.3,1.87,0.14,-0.22,301.0,3789.0,75.0,-82.0,0.46,0.035,-0.053
0.0,0.293630085,2.3857,0.0391,-0.0391,2020.0,15.1,-15.1,26.35,7.63,-2.12,2503.0,5665.0,165.0,-163.0,0.843,0.244,-0.068
1.0,42.89645024,5.6897,0.056,-0.056,555.0,8.6,-8.6,2.0,0.15,-0.15,448.0,5192.0,103.0,-103.0,0.873,0.065,-0.065
0.0,2.44199803,2.759,0.534,-0.534,252.0,19.4,-19.4,1.44,0.35,-0.12,1282.0,5970.0,161.0,-179.0,0.796,0.194,-0.065
1.0,7.09712124,2.1059,0.09,-0.09,370.0,23.3,-23.3,0.74,0.09,-0.11,425.0,3569.0,71.0,-78.0,0.389,0.047,-0.057
0.0,2.6827683,2.957,0.122,-0.122,79.8,3.7,-3.7,1.19,0.34,-0.27,1551.0,6180.0,169.0,-206.0,1.223,0.341,-0.279
1.0,3.601465336,2.2753,0.0456,-0.0456,778.0,18.1,-18.1,2.31,0.11,-0.18,996.0,5052.0,83.0,-75.0,0.855,0.039,-0.066
0.0,3.108251172,2.5048,0.0646,-0.0646,1870.0,15.5,-15.5,4.43,0.74,-0.49,1096.0,5330.0,159.0,-143.0,0.847,0.141,-0.094
1.0,25.8474958,5.985,0.148,-0.148,537.0,21.4,-21.4,2.4,0.75,-0.25,672.0,6297.0,169.0,-225.0,1.031,0.32,-0.107
1.0,40.715561,6.894,0.131,-0.131,681.0,25.2,-25.2,2.7,0.84,-0.28,578.0,6297.0,169.0,-225.0,1.031,0.32,-0.107
0.0,20.42720701,3.447,0.199,-0.199,1270.0,52.3,-52.3,4.42,1.38,-0.46,674.0,6014.0,189.0,-210.0,0.958,0.3,-0.1
0.0,6.198273591,7.53837,0.0054,-0.0054,47300.0,22.2,-22.2,19.81,6.4,-2.14,985.0,6038.0,181.0,-217.0,0.898,0.29,-0.097
0.0,1.023471798,2.3499,0.0608,-0.0608,861.0,17.9,-17.9,3.78,1.04,-0.44,1727.0,5741.0,189.0,-189.0,0.893,0.244,-0.105
0.0,0.51872711,1.252,0.0249,-0.0249,714.0,9.9,-9.9,19.07,3.68,-1.57,1965.0,5572.0,152.0,-169.0,0.762,0.147,-0.063
1.0,17.31711739,3.1518,0.0842,-0.0842,1470.0,47.3,-47.3,2.04,0.1,-0.11,454.0,4719.0,131.0,-164.0,0.502,0.023,-0.029
1.0,9.42889884,4.4481,0.0582,-0.0582,565.0,12.0,-12.0,4.39,0.61,-1.13,1163.0,5897.0,79.0,-79.0,1.86,0.259,-0.481
0.0,1.096583368,2.1188,0.0637,-0.0637,309.0,8.7,-8.7,1.35,0.18,-0.15,1474.0,5222.0,155.0,-155.0,0.763,0.102,-0.084
1.0,6.50327035,2.591,0.131,-0.131,418.0,24.1,-24.1,1.67,0.08,-0.12,804.0,4999.0,79.0,-79.0,0.843,0.04,-0.06
1.0,4.09667624,2.19,0.122,-0.122,302.0,20.4,-20.4,1.42,0.07,-0.1,938.0,4999.0,79.0,-79.0,0.843,0.04,-0.06
1.0,1.196548464,1.2592,0.081,-0.081,225.0,16.0,-16.0,1.25,0.06,-0.09,1414.0,4999.0,79.0,-79.0,0.843,0.04,-0.06
1.0,11.47609015,5.046,0.111,-0.111,182.0,7.1,-7.1,2.07,0.37,-0.37,984.0,6071.0,121.0,-133.0,1.41,0.252,-0.252
1.0,25.2630467,6.22,0.293,-0.293,126.0,9.4,-9.4,1.71,0.3,-0.31,756.0,6071.0,121.0,-133.0,1.41,0.252,-0.252
1.0,0.677374687,1.8361,0.0399,-0.0399,76.7,2.3,-2.3,0.9,0.14,-0.08,2099.0,5718.0,104.0,-115.0,1.037,0.162,-0.099
1.0,10.43547031,3.4167,0.0598,-0.0598,210.0,6.0,-6.0,1.22,0.13,-0.09,759.0,5528.0,110.0,-110.0,0.853,0.089,-0.067
1.0,7.41084314,3.245,0.0965,-0.0965,124.0,5.2,-5.2,0.94,0.1,-0.08,850.0,5528.0,110.0,-110.0,0.853,0.089,-0.067
1.0,28.59914031,3.6567,0.0556,-0.0556,1590.0,33.9,-33.9,1.83,0.16,-0.21,298.0,3755.0,75.0,-84.0,0.461,0.04,-0.053
1.0,24.58716355,3.984,0.101,-0.101,908.0,29.5,-29.5,2.37,0.41,-0.21,530.0,5474.0,147.0,-163.0,0.749,0.13,-0.065
0.0,34.19360031,5.41382,0.00803,-0.00803,13700.0,11.6,-11.6,21.95,3.79,-4.63,778.0,6129.0,135.0,-123.0,1.786,0.308,-0.377
1.0,12.53248222,4.0168,0.0646,-0.0646,1150.0,19.7,-19.7,3.24,0.94,-0.32,775.0,5997.0,162.0,-198.0,0.904,0.264,-0.088
1.0,13.19720694,3.4872,0.0489,-0.0489,2140.0,20.2,-20.2,4.18,4.82,-0.6,642.0,4954.0,148.0,-148.0,0.885,1.019,-0.127
1.0,14.85890852,3.5252,0.0133,-0.0133,3270.0,7.7,-7.7,5.94,0.37,-0.4,720.0,5356.0,112.0,-72.0,1.055,0.065,-0.072
1.0,4.08897299,3.585,0.138,-0.138,158.0,9.3,-9.3,2.36,0.32,-0.61,1537.0,5897.0,79.0,-79.0,1.86,0.259,-0.481
0.0,2.866680334,1.1264,0.0877,-0.0877,712.0,22.1,-22.1,2.93,0.47,-0.22,1045.0,5238.0,158.0,-158.0,0.764,0.122,-0.056
1.0,17.44486016,4.445,0.081,-0.081,827.0,20.3,-20.3,3.24,0.88,-0.47,679.0,5568.0,166.0,-166.0,0.966,0.261,-0.141
0.0,8.30697421,2.76,0.223,-0.223,159.0,11.2,-11.2,37.99,22.8,-27.8,1246.0,5300.0,140.0,-172.0,2.124,1.272,-1.555
1.0,7.33685101,3.548,0.113,-0.113,326.0,16.4,-16.4,1.52,0.45,-0.14,875.0,5795.0,155.0,-172.0,0.848,0.252,-0.079
0.0,22.65117451,3.6895,0.0364,-0.0364,2250.0,17.5,-17.5,7.62,2.93,-0.98,855.0,6968.0,194.0,-267.0,1.333,0.513,-0.171
0.0,1.204274435,1.3362,0.0454,-0.0454,186.0,6.5,-6.5,1.19,0.32,-0.11,1564.0,5668.0,152.0,-169.0,0.849,0.229,-0.082
1.0,7.71790675,1.84,0.148,-0.148,307.0,29.2,-29.2,0.9,0.06,-0.07,502.0,3975.0,71.0,-87.0,0.509,0.037,-0.037
1.0,27.6652847,6.633,0.108,-0.108,469.0,15.1,-15.1,2.21,0.64,-0.35,641.0,6036.0,163.0,-181.0,1.017,0.298,-0.161
0.0,0.948950734,4.0245,0.0239,-0.0239,2130.0,10.3,-10.3,36.87,12.6,-5.04,2103.0,6307.0,174.0,-261.0,1.133,0.388,-0.155
1.0,14.55730897,7.7643,0.0289,-0.0289,957.0,5.5,-5.5,4.32,0.71,-0.86,879.0,5774.0,115.0,-104.0,1.412,0.232,-0.283
0.0,4.722254104,3.451,0.0209,-0.0209,82700.0,354.0,-354.0,14.45,0.98,-0.8,557.0,3801.0,57.0,-62.0,0.488,0.033,-0.027
0.0,0.635069939,2.07171,0.00354,-0.00354,33100.0,29.6,-29.6,57.77,18.3,-6.12,2351.0,6340.0,150.0,-206.0,1.058,0.335,-0.112
0.0,0.933746515,6.6522,0.0218,-0.0218,2940.0,7.0,-7.0,25.54,3.38,-2.25,1508.0,5252.0,157.0,-141.0,0.716,0.095,-0.063
0.0,1.872421727,1.5261,0.0257,-0.0257,3020.0,32.6,-32.6,5.65,0.81,-0.73,1298.0,5337.0,159.0,-159.0,0.825,0.118,-0.106
1.0,33.6528474,3.9616,0.0949,-0.0949,1140.0,29.6,-29.6,3.05,3.52,-0.44,470.0,4954.0,148.0,-148.0,0.885,1.019,-0.127
1.0,5.90127815,2.1979,0.0307,-0.0307,1530.0,28.9,-28.9,1.94,0.13,-0.2,514.0,3731.0,73.0,-83.0,0.498,0.034,-0.051
1.0,8.75209691,2.3742,0.0384,-0.0384,1370.0,32.5,-32.5,1.83,0.13,-0.19,451.0,3731.0,73.0,-83.0,0.498,0.034,-0.051
1.0,22.78078241,3.3002,0.0449,-0.0449,1930.0,42.3,-42.3,2.17,0.15,-0.22,328.0,3731.0,73.0,-83.0,0.498,0.034,-0.051
1.0,2.896005211,1.6776,0.0345,-0.0345,614.0,23.2,-23.2,1.23,0.08,-0.13,652.0,3731.0,73.0,-83.0,0.498,0.034,-0.051
1.0,0.742957911,0.6688,0.051,-0.051,843.0,13.6,-13.6,1.47,0.1,-0.15,1026.0,3731.0,73.0,-83.0,0.498,0.034,-0.051
0.0,54.35635067,6.4345,0.0129,-0.0129,10500.0,19.9,-19.9,38.81,6.74,-4.89,566.0,6161.0,123.0,-135.0,1.255,0.218,-0.158
0.0,0.54624855,2.0543,0.0732,-0.0732,640.0,18.6,-18.6,18.93,3.18,-1.46,1837.0,5414.0,162.0,-162.0,0.714,0.12,-0.055
1.0,18.82744023,4.664,0.106,-0.106,1010.0,36.2,-36.2,2.7,0.78,-0.25,632.0,5687.0,169.0,-169.0,0.86,0.246,-0.082
0.0,8.4120069,3.923,0.551,-0.551,820.0,34.4,-34.4,1.71,0.15,-0.13,590.0,4502.0,121.0,-134.0,0.621,0.057,-0.046
1.0,5.747711909,1.8923,0.04,-0.04,820.0,18.5,-18.5,1.86,0.07,-0.09,641.0,4252.0,84.0,-84.0,0.632,0.025,-0.031
1.0,3.504691252,1.9811,0.0227,-0.0227,315.0,5.1,-5.1,2.03,0.13,-0.14,1165.0,5356.0,112.0,-72.0,1.055,0.065,-0.072
0.0,0.995861402,1.1507,0.00838,-0.00838,4990.0,24.0,-24.0,26.93,3.81,-2.37,1477.0,5286.0,158.0,-158.0,0.706,0.1,-0.062
1.0,86.67856052,10.1289,0.0515,-0.0515,8240.0,28.7,-28.7,9.83,1.48,-1.2,434.0,5822.0,105.0,-116.0,1.081,0.162,-0.132
1.0,12.21828097,2.6969,0.0669,-0.0669,1840.0,23.2,-23.2,5.1,0.76,-0.62,835.0,5822.0,105.0,-116.0,1.081,0.162,-0.132
0.0,8.387210055,1.6477,0.0122,-0.0122,4950.0,33.4,-33.4,72.52,11.4,-17.1,1211.0,6089.0,82.0,-82.0,1.795,0.281,-0.422
0.0,15.2384539,19.292,0.692,-0.692,7020.0,151.0,-151.0,9.84,2.84,-1.22,829.0,6384.0,179.0,-246.0,1.086,0.314,-0.134
0.0,0.413334492,2.3808,0.0267,-0.0267,2030.0,11.9,-11.9,31.52,14.7,-2.8,2509.0,5973.0,161.0,-200.0,1.016,0.473,-0.09
0.0,0.93374614,6.551,0.0321,-0.0321,1720.0,6.3,-6.3,149.71,35.4,-113.0,3303.0,5438.0,193.0,-193.0,4.319,1.02,-3.265
0.0,6.47179275,6.788,0.122,-0.122,403.0,14.9,-14.9,2.08,0.62,-0.24,1075.0,6341.0,176.0,-264.0,1.033,0.305,-0.122
1.0,64.617518,5.796,0.235,-0.235,2490.0,50.2,-50.2,5.4,0.55,-0.61,383.0,5043.0,164.0,-149.0,0.881,0.09,-0.099
1.0,13.21409607,3.5641,0.07,-0.07,1150.0,35.1,-35.1,2.77,0.43,-0.23,629.0,5333.0,159.0,-143.0,0.728,0.112,-0.06
1.0,6.05729966,3.7419,0.0742,-0.0742,385.0,11.8,-11.8,1.94,0.21,-0.26,947.0,5334.0,79.0,-79.0,1.004,0.111,-0.135
1.0,3.584101048,2.7316,0.0206,-0.0206,2610.0,18.1,-18.1,4.66,1.34,-0.44,1131.0,5739.0,171.0,-188.0,0.922,0.264,-0.088
1.0,1.763587535,3.16877,0.0029,-0.0029,4590.0,1.5,-1.5,21.42,6.33,-9.48,3559.0,9107.0,242.0,-443.0,3.031,0.895,-1.342
1.0,5.014234733,4.589,0.00525,-0.00525,6540.0,9.5,-9.5,10.63,3.57,-1.53,1308.0,6490.0,155.0,-232.0,1.307,0.439,-0.188
1.0,8.11528727,3.211,0.1,-0.1,835.0,15.3,-15.3,3.1,0.9,-0.3,879.0,5926.0,160.0,-178.0,0.887,0.259,-0.086
1.0,36.9250409,4.9381,0.0738,-0.0738,902.0,24.3,-24.3,3.01,0.88,-0.29,530.0,5926.0,160.0,-178.0,0.887,0.259,-0.086
0.0,37.4783492,5.317,0.341,-0.341,1470.0,84.6,-84.6,10.05,0.78,-1.03,262.0,3687.0,65.0,-80.0,0.44,0.034,-0.045
0.0,8.09695764,3.319,0.118,-0.118,284.0,9.4,-9.4,34.0,5.2,-7.78,1197.0,5949.0,80.0,-80.0,1.707,0.261,-0.391
1.0,32.3122867,6.569,0.208,-0.208,678.0,22.6,-22.6,4.84,0.79,-1.06,699.0,5821.0,79.0,-79.0,1.494,0.244,-0.326
1.0,9.22961384,2.235,0.117,-0.117,492.0,29.7,-29.7,2.79,0.47,-0.19,1021.0,6320.0,75.0,-88.0,1.252,0.212,-0.085
1.0,14.5598556,5.624,0.246,-0.246,291.0,20.6,-20.6,1.64,0.49,-0.21,758.0,5959.0,167.0,-188.0,0.966,0.287,-0.123
1.0,4.176254191,3.6716,0.0386,-0.0386,1360.0,6.2,-6.2,3.07,0.2,-0.11,876.0,4957.0,100.0,-100.0,0.776,0.051,-0.028
0.0,0.528755447,5.714,0.271,-0.271,409.0,6.6,-6.6,47.75,7.53,-11.3,3271.0,6151.0,83.0,-73.0,1.954,0.308,-0.462
1.0,6.10027621,4.7476,0.0647,-0.0647,767.0,19.6,-19.6,2.59,0.82,-0.28,990.0,5957.0,195.0,-195.0,0.937,0.299,-0.1
0.0,10.9110487,7.033,0.51,-0.51,402.0,26.4,-26.4,2.36,1.01,-0.18,786.0,5903.0,166.0,-170.0,0.864,0.37,-0.068
1.0,8.408878137,3.4967,0.0196,-0.0196,799.0,6.1,-6.1,2.28,0.19,-0.2,809.0,5551.0,111.0,-111.0,0.812,0.07,-0.07
1.0,10.93725572,3.0822,0.0987,-0.0987,422.0,18.2,-18.2,2.41,0.27,-0.32,777.0,5334.0,79.0,-79.0,1.004,0.111,-0.135
1.0,2.97136658,2.716,0.0852,-0.0852,233.0,10.0,-10.0,1.52,0.17,-0.2,1200.0,5334.0,79.0,-79.0,1.004,0.111,-0.135
1.0,158.6850022,11.5372,0.0794,-0.0794,898.0,10.5,-10.5,3.08,0.44,-0.49,350.0,5751.0,103.0,-103.0,1.034,0.149,-0.164
1.0,2.936527336,1.771,0.0433,-0.0433,352.0,11.3,-11.3,1.92,0.21,-0.26,1209.0,5359.0,80.0,-72.0,1.002,0.111,-0.136
1.0,7.03902016,3.8633,0.0487,-0.0487,530.0,11.2,-11.2,2.45,0.8,-0.27,1051.0,6321.0,169.0,-206.0,1.058,0.349,-0.116
1.0,8.360870704,2.7144,0.0338,-0.0338,2040.0,19.2,-19.2,3.67,0.22,-0.36,690.0,4743.0,142.0,-142.0,0.81,0.049,-0.079
0.0,3.14051153,8.2806,0.0708,-0.0708,1440.0,12.2,-12.2,31.01,9.33,-3.98,1306.0,6108.0,183.0,-183.0,0.974,0.293,-0.125
1.0,21.76129812,1.243,0.026,-0.026,1300.0,26.8,-26.8,2.53,0.16,-0.1,486.0,4859.0,97.0,-97.0,0.72,0.047,-0.029
0.0,12.71379418,2.44093,0.00378,-0.00378,36700.0,12.0,-12.0,2.31,0.0,0.0,181.0,2661.0,0.0,0.0,0.116,0.0,0.0
0.0,15.80110003,6.37505,0.0052,-0.0052,37500.0,27.1,-27.1,15.61,2.83,-1.2,614.0,5383.0,159.0,-143.0,0.789,0.143,-0.061
0.0,1.739428983,2.4894,0.0256,-0.0256,5900.0,56.8,-56.8,268.65,51.4,-23.5,1268.0,5415.0,206.0,-187.0,0.742,0.142,-0.065
0.0,1.217266418,3.3208,0.0126,-0.0126,5810.0,12.6,-12.6,14.49,2.46,-2.46,2378.0,6631.0,73.0,-86.0,1.638,0.278,-0.278
0.0,19.56309252,6.9547,0.00413,-0.00413,13000.0,7.1,-7.1,23.76,5.01,-7.51,965.0,6208.0,175.0,-159.0,1.831,0.386,-0.579
0.0,3.7228551,12.8164,0.0756,-0.0756,2970.0,12.6,-12.6,5.67,1.35,-0.45,1118.0,5873.0,141.0,-177.0,0.863,0.205,-0.068
0.0,48.93786896,6.5868,0.033,-0.033,7240.0,24.4,-24.4,24.19,6.7,-6.7,764.0,7066.0,197.0,-310.0,1.761,0.488,-0.488
0.0,5.48990788,4.02,0.129,-0.129,599.0,18.9,-18.9,23.6,6.18,-2.21,1039.0,5982.0,160.0,-195.0,0.96,0.251,-0.09
1.0,161.5278347,3.6734,0.0575,-0.0575,4650.0,99.6,-99.6,8.19,1.36,-1.23,366.0,5778.0,78.0,-78.0,1.213,0.201,-0.183
0.0,0.73093905,2.8437,0.069,-0.069,451.0,10.4,-10.4,1.45,0.12,-0.13,1488.0,4768.0,168.0,-168.0,0.711,0.057,-0.064
1.0,11.39102358,2.303,0.198,-0.198,449.0,50.8,-50.8,1.67,0.21,-0.12,618.0,4983.0,150.0,-150.0,0.728,0.092,-0.05
1.0,12.33343853,6.221,0.239,-0.239,536.0,20.7,-20.7,4.12,0.61,-0.84,915.0,5896.0,117.0,-105.0,1.24,0.183,-0.251
1.0,8.01500821,3.0137,0.0915,-0.0915,363.0,14.0,-14.0,2.0,0.22,-0.27,865.0,5359.0,80.0,-72.0,1.002,0.111,-0.136
0.0,0.933749941,6.606,0.124,-0.124,415.0,5.9,-5.9,12.93,0.83,-0.84,919.0,3682.0,58.0,-65.0,0.48,0.031,-0.031
1.0,7.053934488,1.7244,0.0315,-0.0315,512.0,10.6,-10.6,2.36,0.2,-0.17,840.0,5357.0,107.0,-107.0,0.863,0.073,-0.065
1.0,4.29263699,2.7,0.223,-0.223,61.4,6.4,-6.4,0.68,0.06,-0.05,991.0,5357.0,107.0,-107.0,0.863,0.073,-0.065
1.0,7.6746614,1.9374,0.0698,-0.0698,503.0,28.3,-28.3,2.8,0.89,-0.29,957.0,6063.0,190.0,-232.0,1.001,0.318,-0.106
